LANGUAGE,English,Comment,

STRM_intro1,"阿斯塔霍夫。集合你的人，坐乌拉尔去港口。\n那儿有新装备，可警卫才三个人。",
STRM_intro2,"中尉同志，这事除了我们没人能干吗？\n人手明显不够啊。",
STRM_intro3,"这事很关键，所以才派你们去。执行！",
STRM_intro4,"坚决执行！",
STRM_intro5,"集合！上头决定让我们当看门的了。\n整宿在港口守着坦克，对着月亮干嚎吧。"
STRM_dial_1,"阿斯塔霍夫！军士！快看！装甲上那红色的玩意儿是什么？",
STRM_dial_2,"鬼才知道。我向值班员报告。",
STRM_zabor,"围栏被炸开了！南边的防护网出了口子！",
STRM_rad_1,"巢穴！这里是港口，下士阿斯塔霍夫报告。",
STRM_rad_2,"巢穴收到。你们那边什么情况？",
STRM_rad_3,"我们这儿出了点怪事。装甲上有个亮红色的点，像激光束，就像星球大战电影里那样。",
STRM_rad_4,"什么狗屁电影！马上把篝火全灭了，去找火力观察员！那个点在抖吗？",
STRM_rad_5,"没明白……哦对。它在装甲上乱窜，是抖的。",
STRM_rad_6,"那是便携式激光目标指示器，用来引导精确轰炸的！在附近找带仪器的破坏分子。",
STRM_rad_7,"把附近所有小土岗都搜一遍。快快快！放倒他！别忘了篝火——轰炸机很快就到你们头顶上了！",
STRM_rad_8,"明白！找到篝火，干掉带仪器的破坏分子！呸，见鬼……说反了。",
STRM_rad_9,"行动！我马上派人去支援你们。",
STRM_rad_10,"巢穴，这里是港口。带家伙的破坏分子已经撂倒了。",
STRM_rad_11,"这里是巢穴。进入环形警戒，睁大眼睛——他们不会就此罢休。",
STRM_rad_12,"明白，巢穴。我们睁大眼睛盯着！",
STRM_rad_10b,"巢穴，这里是港口。目标附近发现一名破坏分子，已将其击毙。",
STRM_rad_11b,"把篝火全灭掉，提高警惕——他们肯定在打什么主意。",
