LANGUAGE,English,Comment,

STRM_intro_r1,"快点！快点！别掉队！",
STRM_intro_r2,"我还不如小时候就死了算了！",
STRM_intro1,"天快亮了，我们该走了。\n不能让俄国人发现这艘船。",
STRM_intro2,"卸货已经完成，装钱的保险箱在车里。",
STRM_intro3,"现在你们的人手和武器都够了，\n足以碾碎俄国守军。",
STRM_intro4,"严格按计划行动：先摧毁通信，\n再控制机场、进攻城市，\n然后收拾残余的俄军。",
STRM_intro5,"16.00，布莱克上校将接到登陆该岛的命令。\n首批直升机16.30前抵达机场。",
STRM_intro6,"到那时这里不能有俄国人在——我们不想挑起\n第三次世界大战。而且一旦他们得知我军进驻、亲苏政府被推翻，\n也不敢再登陆了。",
STRM_intro7,"一切都会如愿的。光荣的一天，历史性的日子！\n如今你们又补上了钱——绝不会有问题。",
STRM_intro8,"我们已经开始给雇佣兵发赏金了。\n列兵人头200$，军士300$，军官……",
STRM_intro9,"我不关心钱的事——\n我是士兵，不是生意人。这些你去跟比尔谈。",
STRM_intro10,"现在把武器运到蕾吉娜，然后回来\n取最后一批货。30分钟后我们启航。",


STRM_start1k,"哼，你们跑哪儿去了？",
STRM_start2k,"纸上倒是顺当，就是忘了山。\n 没有命令不许开火！到路边灌木丛里卧倒。",

STRM_radio1,"炸药装好了，我撤回。",
STRM_radio2,"屏障一号，这里是屏障二号。车队：两辆吉普、两辆卡车，正朝你们开来。",
STRM_radio3,"这帮崽子超过30人，全都武装。",
STRM_radio4,"屏障二号，明白。屏障一号、屏障二号，准备。步兵！没有命令不许开火！开火信号是头车爆炸。",
STRM_radio5,"屏障一号、屏障二号，这里已清场，进入进攻营地的出发阵地。",
STRM_radio6,"战锤，这里是屏障。任务完成。摧毁武器400多件、汽车4辆、武装分子50多人。向你们靠拢。",
STRM_radio7,"屏障，这里是战锤。加快行动——蕾吉娜的崽子们开始骚动了。",
STRM_radio8,"战锤，这里是屏障，明白。",
STRM_radio9,"屏障一号、屏障二号。15分钟后在蕾吉娜以东的树林北缘集合。",
